,time,time2,year,month,photo,lightperiod,monthdn,lvl,lvl_stage,temp,total,p_event,p_day,p_total,p_lvl,p_date,b_lvl,b_timecode,barrier,b_total,b_time,barrier2,b_total2,s010,s1120,s2130,s3140,s4150,s50
04/11/2017,0,00:00:00,1,3,4,2,2,5.2,3,,3,1,1,2,8.266,1,5.477,1,0,0,07:00:00,0,2,0,3,0,0,0,0
04/11/2017,1,01:00:00,1,3,4,2,2,5.3,3,,3,1,1,1,8.262,2,5.458,2,0,0,07:15:00,0,3,0,3,0,0,0,0
04/11/2017,2,02:00:00,1,3,4,2,2,5.2,3,,4,1,1,2,8.256,3,5.474,3,0,0,07:30:00,0,5,0,4,0,0,0,0
04/11/2017,3,03:00:00,1,3,4,2,2,5.3,3,,3,1,1,1,8.26,4,5.48,4,0,0,07:45:00,0,3,0,2,1,0,0,0
04/11/2017,4,04:00:00,1,3,4,2,2,5.3,3,,3,1,1,1,8.252,5,5.462,5,0,0,08:00:00,0,4,0,3,0,0,0,0
04/11/2017,5,05:00:00,1,3,4,2,2,5.3,3,,3,1,1,0,8.231,6,5.454,6,0,0,08:15:00,0,2,0,3,0,0,0,0
04/11/2017,6,06:00:00,1,3,1,2,2,5.3,3,,3,1,1,1,8.215,7,5.462,7,0,0,08:30:00,0,4,0,3,0,0,0,0
04/11/2017,7,07:00:00,1,3,1,1,1,5.3,3,,10,1,1,6,8.2,8,5.456,8,0,0,08:45:00,0,7,10,0,0,0,0,0
04/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,16,1,1,14,8.18,9,5.46,9,0,0,09:00:00,0,5,0,8,8,0,0,0
04/11/2017,9,09:00:00,1,3,2,1,1,5.3,3,,15,1,1,13,8.171,10,5.45,10,0,0,09:15:00,0,8,0,15,0,0,0,0
04/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,19,1,1,9,8.16,11,5.456,11,0,0,09:30:00,0,8,19,0,0,0,0,0
04/11/2017,11,11:00:00,1,3,2,1,1,5.3,3,,19,1,1,8,8.157,12,5.46,12,0,0,09:45:00,0,5,15,4,0,0,0,0
04/11/2017,12,12:00:00,1,3,2,1,1,5.3,3,,18,1,1,7,8.153,13,5.442,13,0,0,10:00:00,0,9,0,18,0,0,0,0
04/11/2017,13,13:00:00,1,3,2,1,1,5.3,3,,11,1,1,8,8.157,14,5.456,14,0,0,07:00:00,0,1,0,11,0,0,0,0
04/11/2017,14,14:00:00,1,3,2,1,1,5.3,3,,15,1,1,9,8.173,15,5.434,15,0,0,07:15:00,0,5,0,15,0,0,0,0
04/11/2017,15,15:00:00,1,3,3,1,1,5.3,3,,17,1,1,12,8.187,16,5.423,16,0,0,07:30:00,0,5,0,14,2,1,0,0
04/11/2017,16,16:00:00,1,3,3,1,1,5.3,3,,17,1,1,17,8.206,17,5.428,17,0,0,07:45:00,0,8,0,10,7,0,0,0
04/11/2017,17,17:00:00,1,3,3,2,2,5.3,3,,4,1,1,11,8.218,18,5.417,18,0,0,08:00:00,0,11,0,4,0,0,0,0
04/11/2017,18,18:00:00,1,3,4,2,2,5.3,3,,4,1,1,11,8.243,19,5.425,19,0,0,08:15:00,0,8,0,4,0,0,0,0
04/11/2017,19,19:00:00,1,3,4,2,2,5.3,3,,3,1,1,2,8.268,20,5.443,20,0,0,08:30:00,0,8,0,3,0,0,0,0
04/11/2017,20,20:00:00,1,3,4,2,2,5.3,3,,7,1,1,1,8.289,21,5.436,21,0,0,08:45:00,0,7,0,7,0,0,0,0
04/11/2017,21,21:00:00,1,3,4,2,2,5.3,3,,5,1,1,1,8.317,22,5.435,22,0,0,09:00:00,0,9,0,5,0,0,0,0
04/11/2017,22,22:00:00,1,3,4,2,2,5.3,3,,2,1,1,2,8.346,23,5.425,23,0,0,09:15:00,0,7,0,0,0,0,0,2
04/11/2017,23,23:00:00,1,3,4,2,2,5.2,3,,2,1,1,1,8.37,24,5.463,24,0,0,09:30:00,0,10,0,0,0,0,0,2
05/11/2017,0,00:00:00,1,3,4,2,2,5.3,3,,3,1,2,0,8.389,25,5.439,25,0,1,09:45:00,0,8,0,3,0,0,0,0
05/11/2017,1,01:00:00,1,3,4,2,2,5.3,3,,3,1,2,0,8.426,26,5.444,26,0,2,10:00:00,0,10,0,3,0,0,0,0
05/11/2017,2,02:00:00,1,3,4,2,2,5.3,3,,3,1,2,0,8.45,27,5.437,27,0,2,07:00:00,0,2,0,0,2,0,1,0
05/11/2017,3,03:00:00,1,3,4,2,2,5.3,3,,3,1,2,1,8.467,28,5.458,28,0,3,07:15:00,0,4,0,2,0,0,0,1
05/11/2017,4,04:00:00,1,3,4,2,2,5.3,3,,2,1,2,0,8.491,29,5.441,29,0,1,07:30:00,0,7,0,2,0,0,0,0
05/11/2017,5,05:00:00,1,3,4,2,2,5.3,3,,4,1,2,0,8.497,30,5.432,30,0,2,07:45:00,0,8,0,3,0,0,1,0
05/11/2017,6,06:00:00,1,3,1,2,2,5.3,3,,3,1,2,1,8.52,31,5.439,31,0,1,08:00:00,0,8,0,2,0,0,1,0
05/11/2017,7,07:00:00,1,3,1,1,1,5.3,3,,19,1,2,3,8.53,32,5.476,32,0,2,08:15:00,0,11,0,19,0,0,0,0
05/11/2017,8,08:00:00,1,3,1,1,1,5.3,3,,14,1,2,4,8.533,33,5.53,33,0,4,08:30:00,0,12,0,14,0,0,0,0
05/11/2017,9,09:00:00,1,3,2,1,1,5.3,3,,18,1,2,2,8.545,34,5.605,34,0,3,08:45:00,0,13,0,13,5,0,0,0
05/11/2017,10,10:00:00,1,3,2,1,1,5.3,3,,16,1,2,2,8.552,35,5.698,35,0,9,09:00:00,0,9,0,16,0,0,0,0
05/11/2017,11,11:00:00,1,3,2,1,1,5.3,3,,15,1,2,1,8.562,36,5.808,36,0,6,09:15:00,0,9,0,15,0,0,0,0
05/11/2017,12,12:00:00,1,3,2,1,1,5.3,3,,10,1,2,1,8.573,37,5.892,37,0,7,09:30:00,0,10,0,6,4,0,0,0
05/11/2017,13,13:00:00,1,3,2,1,1,5.3,3,,12,1,2,3,8.574,38,5.988,38,0,2,09:45:00,0,11,0,6,6,0,0,0
05/11/2017,14,14:00:00,1,3,2,1,1,5.3,3,,10,1,2,1,8.576,39,6.085,39,0,3,10:00:00,0,7,0,10,0,0,0,0
05/11/2017,15,15:00:00,1,3,3,1,1,5.3,3,,11,1,2,1,8.577,40,6.128,40,0,4,07:00:00,0,2,0,11,0,0,0,0
05/11/2017,16,16:00:00,1,3,3,1,1,5.3,3,,9,1,2,1,8.574,41,6.18,41,0,5,07:15:00,0,2,0,7,2,0,0,0
05/11/2017,17,17:00:00,1,3,3,2,2,5.3,3,,4,1,2,0,8.565,42,6.212,42,0,6,07:30:00,0,3,0,4,0,0,0,0
05/11/2017,18,18:00:00,1,3,4,2,2,5.3,3,,6,1,2,0,8.556,43,6.247,43,0,3,07:45:00,0,2,0,4,2,0,0,0
05/11/2017,19,19:00:00,1,3,4,2,2,5.3,3,,6,1,2,1,8.544,44,6.239,44,0,1,08:00:00,0,4,0,3,3,0,0,0
05/11/2017,20,20:00:00,1,3,4,2,2,5.3,3,,5,1,2,0,8.53,45,6.277,45,0,1,08:15:00,0,8,0,0,5,0,0,0
05/11/2017,21,21:00:00,1,3,4,2,2,5.3,3,,4,1,2,0,8.511,46,6.267,46,0,2,08:30:00,0,9,0,4,0,0,0,0
05/11/2017,22,22:00:00,1,3,4,2,2,5.3,3,,4,1,2,0,8.504,47,6.266,47,0,1,08:45:00,0,8,0,0,3,0,0,1
05/11/2017,23,23:00:00,1,3,4,2,2,5.3,3,,5,1,2,0,8.477,48,6.26,48,0,2,09:00:00,0,12,0,5,0,0,0,0
06/11/2017,0,00:00:00,1,3,4,2,2,5.3,3,,5,2,1,2,8.464,49,6.256,49,0,2,09:15:00,0,9,0,5,0,0,0,0
06/11/2017,1,01:00:00,1,3,4,2,2,5.3,3,,7,2,1,3,8.439,50,6.253,50,0,1,09:30:00,0,9,0,7,0,0,0,0
06/11/2017,2,02:00:00,1,3,4,2,2,5.3,3,,8,2,1,6,8.423,51,6.25,51,0,2,09:45:00,0,9,0,8,0,0,0,0
06/11/2017,3,03:00:00,1,3,4,2,2,5.3,3,,6,2,1,3,8.403,52,6.224,52,0,0,10:00:00,0,11,0,5,1,0,0,0
06/11/2017,4,04:00:00,1,3,4,2,2,5.3,3,,6,2,1,4,8.371,53,6.218,53,0,1,07:00:00,0,4,0,6,0,0,0,0
06/11/2017,5,05:00:00,1,3,4,2,2,5.3,3,,4,2,1,3,8.352,54,6.203,54,0,1,07:15:00,0,2,0,0,3,1,0,0
06/11/2017,6,06:00:00,1,3,1,2,2,5.3,3,,7,2,1,2,8.317,55,6.185,55,0,5,07:30:00,0,1,0,7,0,0,0,0
06/11/2017,7,07:00:00,1,3,1,1,1,5.3,3,,10,2,1,2,8.297,56,6.174,56,0,1,07:45:00,0,5,0,10,0,0,0,0
06/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,11,2,1,18,8.266,57,6.153,57,0,11,08:00:00,0,0,0,11,0,0,0,0
06/11/2017,9,09:00:00,1,3,2,1,1,5.2,3,,8,2,1,17,8.236,58,6.138,58,0,9,08:15:00,0,1,0,8,0,0,0,0
06/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,15,2,1,12,8.21,59,6.111,59,0,10,08:30:00,0,1,0,15,0,0,0,0
06/11/2017,11,11:00:00,1,3,2,1,1,5.2,3,,13,2,1,5,8.177,60,6.09,60,0,11,08:45:00,0,1,0,13,0,0,0,0
06/11/2017,12,12:00:00,1,3,2,1,1,5.2,3,,11,2,1,4,8.146,61,6.074,61,0,9,09:00:00,0,1,0,11,0,0,0,0
06/11/2017,13,13:00:00,1,3,2,1,1,5.2,3,,12,2,1,8,8.113,62,6.053,62,0,8,09:15:00,0,1,4,8,0,0,0,0
06/11/2017,14,14:00:00,1,3,2,1,1,5.2,3,,14,2,1,7,8.084,63,6.02,63,0,8,09:30:00,0,0,0,14,0,0,0,0
06/11/2017,15,15:00:00,1,3,3,1,1,5.2,3,,14,2,1,14,8.049,64,6,64,0,7,09:45:00,0,1,6,8,0,0,0,0
06/11/2017,16,16:00:00,1,3,3,1,1,5.2,3,,7,2,1,14,8.013,65,5.97,65,0,5,10:00:00,0,0,0,7,0,0,0,0
06/11/2017,17,17:00:00,1,3,3,2,2,5.2,3,,3,2,1,10,7.978,66,5.961,66,0,6,07:00:00,1,0,0,0,3,0,0,0
06/11/2017,18,18:00:00,1,3,4,2,2,5.2,3,,7,2,1,10,7.939,67,5.944,67,0,3,07:15:00,1,0,0,7,0,0,0,0
06/11/2017,19,19:00:00,1,3,4,2,2,5.2,3,,5,2,1,11,7.909,68,5.917,68,0,4,07:30:00,1,1,0,5,0,0,0,0
06/11/2017,20,20:00:00,1,3,4,2,2,5.2,3,,4,2,1,14,7.859,69,5.915,69,0,4,07:45:00,1,4,0,4,0,0,0,0
06/11/2017,21,21:00:00,1,3,4,2,2,5.2,3,,5,2,1,7,7.828,70,5.879,70,0,5,08:00:00,1,0,0,5,0,0,0,0
06/11/2017,22,22:00:00,1,3,4,2,2,5.2,3,,4,2,1,4,7.788,71,5.858,71,0,6,08:15:00,1,2,0,0,3,0,0,1
06/11/2017,23,23:00:00,1,3,4,2,2,5.2,3,,3,2,1,3,7.756,72,5.837,72,0,4,08:30:00,1,2,0,3,0,0,0,0
07/11/2017,0,00:00:00,1,3,4,2,2,5.2,3,,5,2,2,0,7.741,73,5.845,73,0,4,08:45:00,1,4,0,5,0,0,0,0
07/11/2017,1,01:00:00,1,3,4,2,2,5.2,3,,6,2,2,1,7.701,74,5.833,74,0,3,09:00:00,1,3,0,6,0,0,0,0
07/11/2017,2,02:00:00,1,3,4,2,2,5.2,3,,2,2,2,1,7.663,75,5.807,75,0,3,09:15:00,1,2,0,2,0,0,0,0
07/11/2017,3,03:00:00,1,3,4,2,2,5.2,3,,3,2,2,0,7.62,76,5.794,76,0,2,09:30:00,1,1,0,0,3,0,0,0
07/11/2017,4,04:00:00,1,3,4,2,2,5.2,3,,3,2,2,0,7.594,77,5.783,77,0,1,09:45:00,1,2,0,3,0,0,0,0
07/11/2017,5,05:00:00,1,3,4,2,2,5.2,3,,4,2,2,1,7.54,78,5.768,78,0,1,10:00:00,1,2,0,4,0,0,0,0
07/11/2017,6,06:00:00,1,3,1,2,2,5.2,3,,4,2,2,1,7.494,79,5.77,79,0,2,07:00:00,1,0,0,4,0,0,0,0
07/11/2017,7,07:00:00,1,3,1,1,1,5.2,3,,10,2,2,0,7.427,80,5.767,80,0,2,07:15:00,1,2,0,3,7,0,0,0
07/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,14,2,2,2,7.392,81,5.769,81,0,9,07:30:00,1,2,10,4,0,0,0,0
07/11/2017,9,09:00:00,1,3,2,1,1,5.2,3,,16,2,2,2,7.349,82,5.804,82,0,5,07:45:00,1,1,0,16,0,0,0,0
07/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,12,2,2,3,7.298,83,5.812,83,0,7,08:00:00,1,0,0,12,0,0,0,0
07/11/2017,11,11:00:00,1,3,2,1,1,5.2,3,,17,2,2,2,7.257,84,5.842,84,0,9,08:15:00,1,0,0,17,0,0,0,0
07/11/2017,12,12:00:00,1,3,2,1,1,5.2,3,,10,2,2,4,7.229,85,5.878,85,0,3,08:30:00,1,1,0,10,0,0,0,0
07/11/2017,13,13:00:00,1,3,2,1,1,5.2,3,,14,2,2,3,7.227,86,5.916,86,0,5,08:45:00,1,1,0,14,0,0,0,0
07/11/2017,14,14:00:00,1,3,2,1,1,5.2,3,,9,2,2,2,7.23,87,5.943,87,0,5,09:00:00,1,0,0,9,0,0,0,0
07/11/2017,15,15:00:00,1,3,3,1,1,5.2,3,,8,2,2,2,7.238,88,6.012,88,0,1,09:15:00,1,0,0,8,0,0,0,0
07/11/2017,16,16:00:00,1,3,3,1,1,5.2,3,,7,2,2,2,7.269,89,6.032,89,0,1,09:30:00,1,3,0,7,0,0,0,0
07/11/2017,17,17:00:00,1,3,3,2,2,5.2,3,,5,2,2,2,7.286,90,6.071,90,0,0,09:45:00,1,1,0,5,0,0,0,0
07/11/2017,18,18:00:00,1,3,4,2,2,5.2,3,,3,2,2,1,7.291,91,6.123,91,0,2,10:00:00,1,1,0,0,3,0,0,0
07/11/2017,19,19:00:00,1,3,4,2,2,5.2,3,,4,2,2,1,7.321,92,6.158,92,0,2,07:00:00,1,0,0,0,4,0,0,0
07/11/2017,20,20:00:00,1,3,4,2,2,5.2,3,,5,2,2,1,7.324,93,6.18,93,0,1,07:15:00,1,4,0,0,5,0,0,0
07/11/2017,21,21:00:00,1,3,4,2,2,5.2,3,,3,2,2,1,7.337,94,6.203,94,0,1,07:30:00,1,1,0,2,0,0,0,1
07/11/2017,22,22:00:00,1,3,4,2,2,5.2,3,,3,2,2,1,7.35,95,6.202,95,0,4,07:45:00,1,0,0,3,0,0,0,0
07/11/2017,23,23:00:00,1,3,4,2,2,5.2,3,,0,2,2,0,7.349,96,6.226,96,0,3,08:00:00,1,1,0,0,0,0,0,0
08/11/2017,0,00:00:00,1,3,4,2,2,5.2,3,,1,,,,7.368,97,6.214,97,0,2,08:15:00,1,1,0,1,0,0,0,0
08/11/2017,1,01:00:00,1,3,4,2,2,5.2,3,,4,,,,7.381,98,6.225,98,0,4,08:30:00,1,0,0,4,0,0,0,0
08/11/2017,2,02:00:00,1,3,4,2,2,5.2,3,,4,,,,7.399,99,6.216,99,0,2,08:45:00,1,1,0,4,0,0,0,0
08/11/2017,3,03:00:00,1,3,4,2,2,5.2,3,,3,,,,7.43,100,6.21,100,0,3,09:00:00,1,1,0,3,0,0,0,0
08/11/2017,4,04:00:00,1,3,4,2,2,5.2,3,,3,,,,7.406,101,6.172,101,0,1,09:15:00,1,1,0,3,0,0,0,0
08/11/2017,5,05:00:00,1,3,4,2,2,5.2,3,,4,,,,7.408,102,6.168,102,0,2,09:30:00,1,4,0,4,0,0,0,0
08/11/2017,6,06:00:00,1,3,1,2,2,5.2,3,,3,,,,7.403,103,6.149,103,0,0,09:45:00,1,1,0,3,0,0,0,0
08/11/2017,7,07:00:00,1,3,1,1,1,5.2,3,,14,,,,7.395,104,6.144,104,0,3,10:00:00,1,0,0,14,0,0,0,0
08/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,13,,,,7.378,105,6.1,105,0,2,07:00:00,1,0,0,13,0,0,0,0
08/11/2017,9,09:00:00,1,3,2,1,1,5.2,3,,19,,,,7.361,106,6.094,106,0,2,07:15:00,1,1,8,11,0,0,0,0
08/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,12,,,,7.341,107,6.089,107,0,2,07:30:00,1,3,0,12,0,0,0,0
08/11/2017,11,11:00:00,1,3,2,1,1,5.2,3,,1,,,,7.323,108,6.055,108,0,2,07:45:00,1,1,0,1,0,0,0,0
08/11/2017,12,12:00:00,1,3,2,1,1,5.2,3,,5,,,,7.303,109,6.03,109,0,0,08:00:00,1,0,0,5,0,0,0,0
08/11/2017,13,13:00:00,1,3,2,1,1,5.2,3,,6,,,,7.284,110,6.022,110,0,1,08:15:00,1,1,0,6,0,0,0,0
08/11/2017,14,14:00:00,1,3,2,1,1,5.2,3,,11,,,,7.27,111,5.994,111,0,0,08:30:00,1,1,0,11,0,0,0,0
08/11/2017,15,15:00:00,1,3,3,1,1,5.2,3,,14,,,,7.259,112,5.981,112,0,0,08:45:00,1,1,8,6,0,0,0,0
08/11/2017,16,16:00:00,1,3,3,1,1,5.2,3,,10,,,,7.259,113,5.953,113,0,1,09:00:00,1,0,0,9,0,0,1,0
08/11/2017,17,17:00:00,1,3,3,2,2,5.2,3,,5,,,,7.228,114,5.941,114,0,1,09:15:00,1,1,0,5,0,0,0,0
08/11/2017,18,18:00:00,1,3,4,2,2,5.2,3,,4,,,,7.204,115,5.92,115,0,3,09:30:00,1,0,0,4,0,0,0,0
08/11/2017,19,19:00:00,1,3,4,2,2,5.2,3,,4,,,,7.171,116,5.896,116,0,1,09:45:00,1,0,0,4,0,0,0,0
08/11/2017,20,20:00:00,1,3,4,2,2,5.2,3,,3,,,,7.138,117,5.882,117,0,4,10:00:00,1,2,0,3,0,0,0,0
08/11/2017,21,21:00:00,1,3,4,2,2,5.2,3,,2,,,,7.108,118,5.853,118,0,3,07:00:00,1,2,0,2,0,0,0,0
08/11/2017,22,22:00:00,1,3,4,2,2,5.2,3,,2,,,,7.074,119,5.838,119,0,4,07:15:00,1,1,0,0,2,0,0,0
08/11/2017,23,23:00:00,1,3,4,2,2,5.2,3,,2,,,,7.042,120,5.838,120,0,2,07:30:00,1,1,0,0,2,0,0,0
09/11/2017,0,00:00:00,1,3,4,2,2,5.3,3,,3,,,,7.006,121,5.814,121,0,3,07:45:00,1,1,0,3,0,0,0,0
09/11/2017,1,01:00:00,1,3,4,2,2,5.3,3,,2,,,,6.973,122,5.792,122,0,5,08:00:00,1,1,0,2,0,0,0,0
09/11/2017,2,02:00:00,1,3,4,2,2,5.3,3,,0,,,,6.941,123,5.791,123,0,2,08:15:00,1,0,0,0,0,0,0,0
09/11/2017,3,03:00:00,1,3,4,2,2,5.3,3,,3,,,,6.909,124,5.763,124,0,3,08:30:00,1,0,0,3,0,0,0,0
09/11/2017,4,04:00:00,1,3,4,2,2,5.3,3,,1,,,,6.883,125,5.737,125,0,5,08:45:00,1,2,0,1,0,0,0,0
09/11/2017,5,05:00:00,1,3,4,2,2,5.3,3,,2,,,,6.865,126,5.726,126,0,3,09:00:00,1,1,0,2,0,0,0,0
09/11/2017,6,06:00:00,1,3,1,2,2,5.3,3,,3,,,,6.856,127,5.731,127,0,3,09:15:00,1,2,0,3,0,0,0,0
09/11/2017,7,07:00:00,1,3,1,1,1,5.3,3,,12,,,,6.831,128,5.711,128,0,5,09:30:00,1,4,0,12,0,0,0,0
09/11/2017,8,08:00:00,1,3,1,1,1,5.3,3,,16,,,,6.811,129,5.704,129,0,1,09:45:00,1,1,8,8,0,0,0,0
09/11/2017,9,09:00:00,1,3,2,1,1,5.3,3,,14,,,,6.785,130,5.689,130,0,1,10:00:00,1,2,8,6,0,0,0,0
09/11/2017,10,10:00:00,1,3,2,1,1,5.3,3,,14,,,,6.763,131,5.678,131,0,4,07:00:00,2,1,6,8,0,0,0,0
09/11/2017,11,11:00:00,1,3,2,1,1,5.3,3,,15,,,,6.742,132,5.673,132,0,7,07:15:00,2,1,0,15,0,0,0,0
09/11/2017,12,12:00:00,1,3,2,1,1,5.3,3,,12,,,,6.726,133,5.665,133,0,7,07:30:00,2,1,0,12,0,0,0,0
09/11/2017,13,13:00:00,1,3,2,1,1,5.3,3,,14,,,,6.722,134,5.651,134,0,9,07:45:00,2,4,8,6,0,0,0,0
09/11/2017,14,14:00:00,1,3,2,1,1,5.3,3,,8,,,,6.733,135,5.651,135,0,4,08:00:00,2,9,0,8,0,0,0,0
09/11/2017,15,15:00:00,1,3,3,1,1,5.3,3,,13,,,,6.76,136,5.659,136,0,0,08:15:00,2,9,0,13,0,0,0,0
09/11/2017,16,16:00:00,1,3,3,1,1,5.3,3,,7,,,,6.814,137,5.659,137,0,7,08:30:00,2,11,0,7,0,0,0,0
09/11/2017,17,17:00:00,1,3,3,2,2,5.3,3,,2,,,,6.884,138,5.638,138,0,5,08:45:00,2,9,0,2,0,0,0,0
09/11/2017,18,18:00:00,1,3,4,2,2,5.3,3,,2,,,,6.968,139,5.64,139,0,3,09:00:00,2,12,0,2,0,0,0,0
09/11/2017,19,19:00:00,1,3,4,2,2,5.3,3,,1,,,,7.061,140,5.644,140,0,3,09:15:00,2,10,0,1,0,0,0,0
09/11/2017,20,20:00:00,1,3,4,2,2,5.3,3,,3,,,,7.151,141,5.634,141,0,4,09:30:00,2,3,0,3,0,0,0,0
09/11/2017,21,21:00:00,1,3,4,2,2,5.3,3,,2,,,,7.251,142,5.638,142,0,5,09:45:00,2,6,0,2,0,0,0,0
09/11/2017,22,22:00:00,1,3,4,2,2,5.3,3,,2,,,,7.344,143,5.618,143,0,4,10:00:00,2,8,0,2,0,0,0,0
09/11/2017,23,23:00:00,1,3,4,2,2,5.3,3,,2,,,,7.436,144,5.623,144,0,4,07:00:00,2,0,0,2,0,0,0,0
10/11/2017,0,00:00:00,1,3,4,2,2,5.3,3,,2,,,,7.524,145,5.997,145,0,,07:15:00,2,1,0,2,0,0,0,0
10/11/2017,1,01:00:00,1,3,4,2,2,5.3,3,,2,,,,7.584,146,6.038,146,0,,07:30:00,2,1,0,2,0,0,0,0
10/11/2017,2,02:00:00,1,3,4,2,2,5.2,3,,4,,,,7.643,147,6.084,147,0,,07:45:00,2,3,0,4,0,0,0,0
10/11/2017,3,03:00:00,1,3,4,2,2,5.3,3,,3,,,,7.715,148,6.132,148,0,,08:00:00,2,7,0,3,0,0,0,0
10/11/2017,4,04:00:00,1,3,4,2,2,5.3,3,,2,,,,7.745,149,6.179,149,0,,08:15:00,2,9,0,2,0,0,0,0
10/11/2017,5,05:00:00,1,3,4,2,2,5.3,3,,2,,,,7.802,150,6.223,150,0,,08:30:00,2,15,0,2,0,0,0,0
10/11/2017,6,06:00:00,1,3,1,2,2,5.3,3,,2,,,,7.834,151,6.264,151,0,,08:45:00,2,12,0,1,0,0,0,1
10/11/2017,7,07:00:00,1,3,1,1,1,5.2,3,,14,,,,7.854,152,6.305,152,0,,09:00:00,2,9,8,6,0,0,0,0
10/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,8,,,,7.882,153,6.346,153,0,,09:15:00,2,7,0,8,0,0,0,0
10/11/2017,9,09:00:00,1,3,2,1,1,5.3,3,,16,,,,7.898,154,6.382,154,0,,09:30:00,2,6,0,14,2,0,0,0
10/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,15,,,,7.91,155,6.414,155,0,,09:45:00,2,7,0,15,0,0,0,0
10/11/2017,11,11:00:00,1,3,2,1,1,5.2,3,,12,,,,7.935,156,6.443,156,0,,10:00:00,2,10,0,12,0,0,0,0
10/11/2017,12,12:00:00,1,3,2,1,1,5.2,3,,14,,,,7.944,157,6.467,157,0,,07:00:00,2,1,0,14,0,0,0,0
10/11/2017,13,13:00:00,1,3,2,1,1,5.2,3,,14,,,,7.933,158,6.491,158,0,,07:15:00,2,1,0,14,0,0,0,0
10/11/2017,14,14:00:00,1,3,2,1,1,5.2,3,,13,,,,7.943,159,6.513,159,0,,07:30:00,2,1,0,13,0,0,0,0
10/11/2017,15,15:00:00,1,3,3,1,1,5.2,3,,12,,,,7.939,160,6.533,160,0,,07:45:00,2,2,0,8,4,0,0,0
10/11/2017,16,16:00:00,1,3,3,1,1,5.2,3,,11,,,,7.929,161,6.552,161,0,,08:00:00,2,7,0,11,0,0,0,0
10/11/2017,17,17:00:00,1,3,3,2,2,5.2,3,,5,,,,7.934,162,6.568,162,0,,08:15:00,2,11,0,5,0,0,0,0
10/11/2017,18,18:00:00,1,3,4,2,2,5.2,3,,3,,,,7.943,163,6.581,163,0,,08:30:00,2,8,0,3,0,0,0,0
10/11/2017,19,19:00:00,1,3,4,2,2,5.2,3,,3,,,,7.932,164,6.595,164,0,,08:45:00,2,11,0,3,0,0,0,0
10/11/2017,20,20:00:00,1,3,4,2,2,5.2,3,,2,,,,7.91,165,6.618,165,0,,09:00:00,2,13,0,1,1,0,0,0
10/11/2017,21,21:00:00,1,3,4,2,2,5.2,3,,4,,,,7.924,166,6.635,166,0,,09:15:00,2,9,0,4,0,0,0,0
10/11/2017,22,22:00:00,1,3,4,2,2,5.2,3,,3,,,,7.921,167,6.643,167,0,,09:30:00,2,7,0,3,0,0,0,0
10/11/2017,23,23:00:00,1,3,4,2,2,5.2,3,,4,,,,7.904,168,6.644,168,0,,09:45:00,2,9,0,4,0,0,0,0
11/11/2017,0,00:00:00,1,3,4,2,2,5.3,3,,4,,,,7.882,169,5.978,1,1,,10:00:00,2,5,0,4,0,0,0,0
11/11/2017,1,01:00:00,1,3,4,2,2,5.2,3,,5,,,,7.863,170,5.967,2,1,,07:00:00,2,0,0,5,0,0,0,0
11/11/2017,2,02:00:00,1,3,4,2,2,5.2,3,,5,,,,7.844,171,5.957,3,1,,07:15:00,2,0,0,5,0,0,0,0
11/11/2017,3,03:00:00,1,3,4,2,2,5.2,3,,3,,,,7.82,172,5.949,4,1,,07:30:00,2,2,0,3,0,0,0,0
11/11/2017,4,04:00:00,1,3,4,2,2,5.2,3,,3,,,,7.823,173,5.942,5,1,,07:45:00,2,12,0,3,0,0,0,0
11/11/2017,5,05:00:00,1,3,4,2,2,5.2,3,,3,,,,7.787,174,5.937,6,1,,08:00:00,2,12,0,3,0,0,0,0
11/11/2017,6,06:00:00,1,3,1,2,2,5.2,3,,2,,,,7.792,175,5.935,7,1,,08:15:00,2,16,0,2,0,0,0,0
11/11/2017,7,07:00:00,1,3,1,1,1,5.3,3,,8,,,,7.768,176,5.936,8,1,,08:30:00,2,11,0,8,0,0,0,0
11/11/2017,8,08:00:00,1,3,1,1,1,5.2,3,,13,,,,7.754,177,5.963,9,1,,08:45:00,2,14,0,13,0,0,0,0
11/11/2017,9,09:00:00,1,3,2,1,1,5.3,3,,11,,,,7.743,178,6.018,10,1,,09:00:00,2,11,0,11,0,0,0,0
11/11/2017,10,10:00:00,1,3,2,1,1,5.2,3,,11,,,,7.727,179,6.11,11,1,,09:15:00,2,10,0,8,3,0,0,0
11/11/2017,11,11:00:00,1,3,2,1,1,5.2,3,,5,,,,7.72,180,6.221,12,1,,09:30:00,2,7,0,4,0,0,1,0
11/11/2017,12,12:00:00,1,3,2,1,1,5.2,3,,10,,,,7.711,181,6.332,13,1,,09:45:00,2,8,3,7,0,0,0,0
