,time,time2,year,month,photo,lightperiod,monthdn,lvl,lvl_stage,temp,total,p_event,p_day,p_total,p_lvl,p_date,b_lvl,b_timecode,barrier,b_total,b_time,barrier2,b_total2,s010,s1120,s2130,s3140,s4150,s50
13/02/2018,8,08:00:00,1,6,1,1,7,5.7,2,,1,,,,,,,,,,,,,0,1,0,0,0,0
13/02/2018,9,09:00:00,1,6,2,1,7,5.6,2,,1,,,,,,,,,,,,,0,1,0,0,0,0
13/02/2018,10,10:00:00,1,6,2,1,7,5.6,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
13/02/2018,11,11:00:00,1,6,2,1,7,5.6,3,,7,,,,,,,,,,,,,0,6,1,0,0,0
13/02/2018,12,12:00:00,1,6,2,1,7,5.6,3,,7,,,,,,,,,,,,,0,6,0,0,1,0
13/02/2018,13,13:00:00,1,6,2,1,7,5.6,3,,9,,,,,,,,,,,,,0,9,0,0,0,0
13/02/2018,14,14:00:00,1,6,2,1,7,5.6,3,,4,,,,,,,,,,,,,0,3,0,0,0,1
13/02/2018,15,15:00:00,1,6,3,1,7,5.6,3,,0,,,,,,,,,,,,,0,0,0,0,0,0
13/02/2018,16,16:00:00,1,6,3,1,7,5.6,3,,7,,,,,,,,,,,,,0,7,0,0,0,0
13/02/2018,17,17:00:00,1,6,3,2,8,5.6,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
13/02/2018,18,18:00:00,1,6,4,2,8,5.6,3,,3,,,,,,,,,,,,,0,3,0,0,0,0
13/02/2018,19,19:00:00,1,6,4,2,8,5.6,3,,3,,,,,,,,,,,,,0,2,1,0,0,0
13/02/2018,20,20:00:00,1,6,4,2,8,5.6,3,,4,,,,,,,,,,,,,0,3,1,0,0,0
13/02/2018,21,21:00:00,1,6,4,2,8,5.6,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
13/02/2018,22,22:00:00,1,6,4,2,8,5.6,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
13/02/2018,23,23:00:00,1,6,4,2,8,5.6,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
14/02/2018,0,00:00:00,1,6,4,2,8,5.6,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
14/02/2018,1,01:00:00,1,6,4,2,8,5.6,3,,3,,,,,,,,,,,,,0,3,0,0,0,0
14/02/2018,2,02:00:00,1,6,4,2,8,5.6,3,,3,,,,,,,,,,,,,0,3,0,0,0,0
14/02/2018,3,03:00:00,1,6,4,2,8,5.6,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
14/02/2018,4,04:00:00,1,6,4,2,8,5.6,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
14/02/2018,5,05:00:00,1,6,4,2,8,5.6,3,,3,,,,,,,,,,,,,0,3,0,0,0,0
14/02/2018,6,06:00:00,1,6,1,2,8,5.6,3,,7,,,,,,,,,,,,,0,6,0,1,0,0
14/02/2018,7,07:00:00,1,6,1,1,7,5.6,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
14/02/2018,8,08:00:00,1,6,1,1,7,5.6,3,,9,,,,,,,,,,,,,0,7,2,0,0,0
14/02/2018,9,09:00:00,1,6,2,1,7,5.6,3,,8,,,,,,,,,,,,,0,8,0,0,0,0
14/02/2018,10,10:00:00,1,6,2,1,7,5.6,3,,7,,,,,,,,,,,,,0,7,0,0,0,0
14/02/2018,11,11:00:00,1,6,2,1,7,5.6,3,,6,,,,,,,,,,,,,0,6,0,0,0,0
14/02/2018,12,12:00:00,1,6,2,1,7,5.7,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
14/02/2018,13,13:00:00,1,6,2,1,7,5.7,3,,9,,,,,,,,,,,,,0,7,2,0,0,0
14/02/2018,14,14:00:00,1,6,2,1,7,5.7,3,,7,,,,,,,,,,,,,0,6,1,0,0,0
14/02/2018,15,15:00:00,1,6,3,1,7,5.7,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
14/02/2018,16,16:00:00,1,6,3,1,7,5.7,3,,5,,,,,,,,,,,,,0,5,0,0,0,0
14/02/2018,17,17:00:00,1,6,3,2,8,5.7,3,,8,,,,,,,,,,,,,0,7,1,0,0,0
14/02/2018,18,18:00:00,1,6,4,2,8,5.7,3,,6,,,,,,,,,,,,,0,6,0,0,0,0
14/02/2018,19,19:00:00,1,6,4,2,8,5.7,3,,3,,,,,,,,,,,,,0,3,0,0,0,0
14/02/2018,20,20:00:00,1,6,4,2,8,5.7,3,,4,,,,,,,,,,,,,0,4,0,0,0,0
14/02/2018,21,21:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,0,2,0,0,0
14/02/2018,22,22:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
14/02/2018,23,23:00:00,1,6,4,2,8,5.7,3,,1,,,,,,,,,,,,,0,1,0,0,0,0
15/02/2018,0,00:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,1,01:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,2,02:00:00,1,6,4,2,8,5.7,3,,1,,,,,,,,,,,,,0,1,0,0,0,0
15/02/2018,3,03:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,1,1,0,0,0
15/02/2018,4,04:00:00,1,6,4,2,8,5.7,3,,1,,,,,,,,,,,,,0,1,0,0,0,0
15/02/2018,5,05:00:00,1,6,4,2,8,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,6,06:00:00,1,6,1,2,8,5.7,3,,1,,,,,,,,,,,,,0,0,0,0,0,1
15/02/2018,7,07:00:00,1,6,1,1,7,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,8,08:00:00,1,6,1,1,7,5.7,3,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,9,09:00:00,1,6,2,1,7,5.7,3,,4,,,,,,,,,,,,,0,3,0,0,0,1
15/02/2018,10,10:00:00,1,6,2,1,7,5.7,3,,3,,,,,,,,,,,,,0,2,0,0,0,1
15/02/2018,11,11:00:00,1,6,2,1,7,5.7,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,12,12:00:00,1,6,2,1,7,5.8,1,,3,,,,,,,,,,,,,0,3,0,0,0,0
15/02/2018,13,13:00:00,1,6,2,1,7,5.8,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,14,14:00:00,1,6,2,1,7,5.9,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,15,15:00:00,1,6,3,1,7,6,1,,4,,,,,,,,,,,,,0,4,0,0,0,0
15/02/2018,16,16:00:00,1,6,3,1,7,6,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,17,17:00:00,1,6,3,2,8,6,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,18,18:00:00,1,6,4,2,8,6.1,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
15/02/2018,19,19:00:00,1,6,4,2,8,6.2,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,20,20:00:00,1,6,4,2,8,6.2,1,,2,,,,,,,,,,,,,0,1,0,0,0,1
15/02/2018,21,21:00:00,1,6,4,2,8,6.3,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
15/02/2018,22,22:00:00,1,6,4,2,8,6.3,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
15/02/2018,23,23:00:00,1,6,4,2,8,6.4,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,0,00:00:00,1,6,4,2,8,6.4,1,,2,,,,,,,,,,,,,0,2,0,0,0,0
16/02/2018,1,01:00:00,1,6,4,2,8,6.5,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,2,02:00:00,1,6,4,2,8,6.5,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,3,03:00:00,1,6,4,2,8,6.5,1,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,4,04:00:00,1,6,4,2,8,6.5,1,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,5,05:00:00,1,6,4,2,8,6.5,1,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,6,06:00:00,1,6,1,2,8,6.5,1,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,7,07:00:00,1,6,1,1,7,6.5,1,,4,,,,,,,,,,,,,0,3,1,0,0,0
16/02/2018,8,08:00:00,1,6,1,1,7,6.5,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,9,09:00:00,1,6,2,1,7,6.5,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,10,10:00:00,1,6,2,1,7,6.5,1,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,11,11:00:00,1,6,2,1,7,6.6,2,,3,,,,,,,,,,,,,0,2,0,0,1,0
16/02/2018,12,12:00:00,1,6,2,1,7,6.6,2,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,13,13:00:00,1,6,2,1,7,6.5,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
16/02/2018,14,14:00:00,1,6,2,1,7,6.5,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
16/02/2018,15,15:00:00,1,6,3,1,7,6.5,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
16/02/2018,16,16:00:00,1,6,3,1,7,6.5,2,,3,,,,,,,,,,,,,0,3,0,0,0,0
16/02/2018,17,17:00:00,1,6,3,2,8,6.4,2,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,18,18:00:00,1,6,4,2,8,6.4,2,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,19,19:00:00,1,6,4,2,8,6.4,2,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,20,20:00:00,1,6,4,2,8,6.4,2,,0,,,,,,,,,,,,,0,0,0,0,0,0
16/02/2018,21,21:00:00,1,6,4,2,8,6.3,2,,4,,,,,,,,,,,,,4,0,0,0,0,0
16/02/2018,22,22:00:00,1,6,4,2,8,6.3,2,,1,,,,,,,,,,,,,0,1,0,0,0,0
16/02/2018,23,23:00:00,1,6,4,2,8,6.3,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
17/02/2018,0,00:00:00,1,6,4,2,8,6.3,2,,1,,,,,,,,,,,,,0,1,0,0,0,0
17/02/2018,1,01:00:00,1,6,4,2,8,6.2,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
17/02/2018,2,02:00:00,1,6,4,2,8,6.2,2,,3,,,,,,,,,,,,,0,3,0,0,0,0
17/02/2018,3,03:00:00,1,6,4,2,8,6.2,2,,4,,,,,,,,,,,,,0,4,0,0,0,0
17/02/2018,4,04:00:00,1,6,4,2,8,6.2,2,,5,,,,,,,,,,,,,0,4,0,1,0,0
17/02/2018,5,05:00:00,1,6,4,2,8,6.1,2,,3,,,,,,,,,,,,,0,2,0,1,0,0
17/02/2018,6,06:00:00,1,6,1,2,8,6.1,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
17/02/2018,7,07:00:00,1,6,1,1,7,6.1,2,,7,,,,,,,,,,,,,0,7,0,0,0,0
17/02/2018,8,08:00:00,1,6,1,1,7,6.1,2,,5,,,,,,,,,,,,,0,5,0,0,0,0
17/02/2018,9,09:00:00,1,6,2,1,7,6.1,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
17/02/2018,10,10:00:00,1,6,2,1,7,6,2,,3,,,,,,,,,,,,,0,2,1,0,0,0
17/02/2018,11,11:00:00,1,6,2,1,7,6,2,,6,,,,,,,,,,,,,0,6,0,0,0,0
17/02/2018,12,12:00:00,1,6,2,1,7,6,2,,7,,,,,,,,,,,,,0,6,0,0,0,1
17/02/2018,13,13:00:00,1,6,2,1,7,6,2,,9,,,,,,,,,,,,,0,9,0,0,0,0
17/02/2018,14,14:00:00,1,6,2,1,7,6,2,,4,,,,,,,,,,,,,0,0,4,0,0,0
17/02/2018,15,15:00:00,1,6,3,1,7,6,2,,4,,,,,,,,,,,,,0,4,0,0,0,0
17/02/2018,16,16:00:00,1,6,3,1,7,5.9,2,,4,,,,,,,,,,,,,0,3,1,0,0,0
17/02/2018,17,17:00:00,1,6,3,2,8,5.9,2,,5,,,,,,,,,,,,,0,5,0,0,0,0
17/02/2018,18,18:00:00,1,6,4,2,8,5.9,2,,4,,,,,,,,,,,,,0,4,0,0,0,0
17/02/2018,19,19:00:00,1,6,4,2,8,5.9,2,,3,,,,,,,,,,,,,0,3,0,0,0,0
17/02/2018,20,20:00:00,1,6,4,2,8,5.9,2,,5,,,,,,,,,,,,,2,3,0,0,0,0
17/02/2018,21,21:00:00,1,6,4,2,8,5.9,2,,3,,,,,,,,,,,,,3,0,0,0,0,0
17/02/2018,22,22:00:00,1,6,4,2,8,5.9,2,,3,,,,,,,,,,,,,0,3,0,0,0,0
17/02/2018,23,23:00:00,1,6,4,2,8,5.9,2,,2,,,,,,,,,,,,,0,2,0,0,0,0
08/09/2018,0,00:00:00,2,1,4,2,2,5.05,3,14.84,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,1,01:00:00,2,1,4,2,2,5.04,3,14.79,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,2,02:00:00,2,1,4,2,2,5.04,3,14.7,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,3,03:00:00,2,1,4,2,2,5.04,3,14.6,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,4,04:00:00,2,1,4,2,2,5.04,3,14.55,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,5,05:00:00,2,1,4,2,2,5.03,3,14.46,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,6,06:00:00,2,1,1,2,2,5.03,3,14.51,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,7,07:00:00,2,1,1,1,1,5.03,3,14.38,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,8,08:00:00,2,1,1,1,1,5.02,3,14.37,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,9,09:00:00,2,1,2,1,1,5.01,3,14.31,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,10,10:00:00,2,1,2,1,1,5.01,3,14.34,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,11,11:00:00,2,1,2,1,1,5.01,3,14.39,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,12,12:00:00,2,1,2,1,1,5.02,3,14.35,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,13,13:00:00,2,1,2,1,1,5.03,3,14.4,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,14,14:00:00,2,1,2,1,1,5.04,3,14.46,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,15,15:00:00,2,1,2,1,1,5.05,3,14.5,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,16,16:00:00,2,1,2,1,1,5.06,3,14.51,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,17,17:00:00,2,1,2,1,1,5.06,3,14.45,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,18,18:00:00,2,1,3,1,1,5.06,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,19,19:00:00,2,1,3,1,1,5.06,3,14.38,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,20,20:00:00,2,1,3,2,2,5.07,3,14.36,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,21,21:00:00,2,1,4,2,2,5.07,3,14.33,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,22,22:00:00,2,1,4,2,2,5.08,3,14.33,0,,,,,,,,,,,,,0,0,0,0,0,0
08/09/2018,23,23:00:00,2,1,4,2,2,5.07,3,14.32,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,0,00:00:00,2,1,4,2,2,5.07,3,14.31,0,,,,,,,,,,,,,3,0,0,0,0,0
09/09/2018,1,01:00:00,2,1,4,2,2,5.07,3,14.28,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,2,02:00:00,2,1,4,2,2,5.07,3,14.27,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,3,03:00:00,2,1,4,2,2,5.07,3,14.25,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,4,04:00:00,2,1,4,2,2,5.07,3,14.23,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,5,05:00:00,2,1,4,2,2,5.07,3,14.22,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,6,06:00:00,2,1,1,2,2,5.07,3,14.22,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,7,07:00:00,2,1,1,1,1,5.07,3,14.21,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,8,08:00:00,2,1,1,1,1,5.07,3,14.23,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,9,09:00:00,2,1,2,1,1,5.07,3,14.28,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,10,10:00:00,2,1,2,1,1,5.06,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,11,11:00:00,2,1,2,1,1,5.06,3,14.62,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,12,12:00:00,2,1,2,1,1,5.05,3,14.93,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,13,13:00:00,2,1,2,1,1,5.07,3,15.16,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,14,14:00:00,2,1,2,1,1,5.06,3,15.07,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,15,15:00:00,2,1,2,1,1,5.06,3,15.08,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,16,16:00:00,2,1,2,1,1,5.06,3,15.12,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,17,17:00:00,2,1,2,1,1,5.07,3,15.04,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,18,18:00:00,2,1,3,1,1,5.06,3,15.06,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,19,19:00:00,2,1,3,1,1,5.06,3,14.94,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,20,20:00:00,2,1,3,2,2,5.06,3,14.85,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,21,21:00:00,2,1,4,2,2,5.06,3,14.78,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,22,22:00:00,2,1,4,2,2,5.06,3,14.69,0,,,,,,,,,,,,,0,0,0,0,0,0
09/09/2018,23,23:00:00,2,1,4,2,2,5.06,3,14.63,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,0,00:00:00,2,1,4,2,2,5.05,3,14.6,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,1,01:00:00,2,1,4,2,2,5.05,3,14.56,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,2,02:00:00,2,1,4,2,2,5.05,3,14.5,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,3,03:00:00,2,1,4,2,2,5.05,3,14.46,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,4,04:00:00,2,1,4,2,2,5.05,3,14.4,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,5,05:00:00,2,1,4,2,2,5.05,3,14.39,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,6,06:00:00,2,1,1,2,2,5.05,3,14.35,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,7,07:00:00,2,1,1,1,1,5.05,3,14.31,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,8,08:00:00,2,1,1,1,1,5.04,3,14.28,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,9,09:00:00,2,1,2,1,1,5.04,3,14.26,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,10,10:00:00,2,1,2,1,1,5.04,3,14.25,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,11,11:00:00,2,1,2,1,1,5.04,3,14.25,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,12,12:00:00,2,1,2,1,1,5.05,3,14.33,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,13,13:00:00,2,1,2,1,1,5.05,3,14.34,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,14,14:00:00,2,1,2,1,1,5.04,3,14.43,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,15,15:00:00,2,1,2,1,1,5.04,3,14.49,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,16,16:00:00,2,1,2,1,1,5.04,3,14.53,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,17,17:00:00,2,1,2,1,1,5.04,3,14.51,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,18,18:00:00,2,1,3,1,1,5.04,3,14.51,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,19,19:00:00,2,1,3,1,1,5.04,3,14.49,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,20,20:00:00,2,1,3,2,2,5.04,3,14.45,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,21,21:00:00,2,1,4,2,2,5.04,3,14.41,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,22,22:00:00,2,1,4,2,2,5.05,3,14.38,0,,,,,,,,,,,,,0,0,0,0,0,0
10/09/2018,23,23:00:00,2,1,4,2,2,5.06,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,0,00:00:00,2,1,4,2,2,5.07,3,14.32,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,1,01:00:00,2,1,4,2,2,5.07,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,2,02:00:00,2,1,4,2,2,5.08,3,14.36,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,3,03:00:00,2,1,4,2,2,5.08,3,14.29,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,4,04:00:00,2,1,4,2,2,5.09,3,14.28,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,5,05:00:00,2,1,4,2,2,5.1,3,14.27,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,6,06:00:00,2,1,1,2,2,5.1,3,14.27,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,7,07:00:00,2,1,1,1,1,5.11,3,14.27,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,8,08:00:00,2,1,1,1,1,5.1,3,14.24,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,9,09:00:00,2,1,2,1,1,5.1,3,14.29,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,10,10:00:00,2,1,2,1,1,5.1,3,14.29,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,11,11:00:00,2,1,2,1,1,5.09,3,14.36,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,12,12:00:00,2,1,2,1,1,5.09,3,14.47,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,13,13:00:00,2,1,2,1,1,5.09,3,14.56,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,14,14:00:00,2,1,2,1,1,5.08,3,14.77,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,15,15:00:00,2,1,2,1,1,5.08,3,14.84,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,16,16:00:00,2,1,2,1,1,5.07,3,14.95,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,17,17:00:00,2,1,2,1,1,5.07,3,15.11,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,18,18:00:00,2,1,3,1,1,5.07,3,15.14,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,19,19:00:00,2,1,3,1,1,5.06,3,15.09,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,20,20:00:00,2,1,3,2,2,5.06,3,15.04,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,21,21:00:00,2,1,4,2,2,5.07,3,14.97,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,22,22:00:00,2,1,4,2,2,5.09,3,14.92,0,,,,,,,,,,,,,0,0,0,0,0,0
11/09/2018,23,23:00:00,2,1,4,2,2,5.11,3,14.84,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,0,00:00:00,2,1,4,2,2,5.14,3,14.82,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,1,01:00:00,2,1,4,2,2,5.17,3,14.79,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,2,02:00:00,2,1,4,2,2,5.2,3,14.66,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,3,03:00:00,2,1,4,2,2,5.24,3,14.6,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,4,04:00:00,2,1,4,2,2,5.27,3,14.51,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,5,05:00:00,2,1,4,2,2,5.3,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,6,06:00:00,2,1,1,2,2,5.33,3,14.37,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,7,07:00:00,2,1,1,1,1,5.35,3,14.33,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,8,08:00:00,2,1,1,1,1,5.36,3,14.25,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,9,09:00:00,2,1,2,1,1,5.38,3,14.23,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,10,10:00:00,2,1,2,1,1,5.39,3,14.34,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,11,11:00:00,2,1,2,1,1,5.4,3,14.33,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,12,12:00:00,2,1,2,1,1,5.4,3,14.42,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,13,13:00:00,2,1,2,1,1,5.4,3,14.74,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,14,14:00:00,2,1,2,1,1,5.4,3,14.81,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,15,15:00:00,2,1,2,1,1,5.41,3,14.86,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,16,16:00:00,2,1,2,1,1,5.4,3,14.98,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,17,17:00:00,2,1,2,1,1,5.4,3,15.07,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,18,18:00:00,2,1,3,1,1,5.39,3,15.1,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,19,19:00:00,2,1,3,1,1,5.38,3,15.24,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,20,20:00:00,2,1,3,2,2,5.38,3,15.08,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,21,21:00:00,2,1,4,2,2,5.38,3,14.97,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,22,22:00:00,2,1,4,2,2,5.37,3,14.89,0,,,,,,,,,,,,,0,0,0,0,0,0
12/09/2018,23,23:00:00,2,1,4,2,2,5.37,3,14.74,0,,,,,,,,,,,,,0,0,0,0,0,0
13/09/2018,0,00:00:00,2,1,4,2,2,5.36,3,14.69,0,,,,,,,,,,,,,0,0,0,0,0,0
